layer,head,query_token,ctx_0,ctx_1,ctx_2,ctx_3,START,QCUR,S1,A2,R,QNXT,S3,A0,S3,A1,S3,A2,S3,A3,SEL,A2,UPD
2,6,SELECT,0.0005035934154875576,0.0002923009160440415,0.00010753364767879248,0.0002395746560068801,0.00029089435702189803,0.0002710420230869204,0.0003173017466906458,0.008324973285198212,0.10270305722951889,0.09471625834703445,0.1066037118434906,0.1000666692852974,0.09166005253791809,0.09299199283123016,0.1026744395494461,0.10251698642969131,0.10018595308065414,0.09016086906194687,0.0053727817721664906,0.0,0.0
2,6,UPDATE,0.006745805963873863,0.006292710546404123,0.7131820321083069,0.08765584975481033,0.05796905606985092,0.06799249351024628,0.025126863270998,0.0004954520845785737,0.0003542386693879962,0.0010147119173780084,0.0006985435029491782,0.0008499835385009646,0.0006953830015845597,0.000993971130810678,0.00065514852758497,0.00057590426877141,0.0005298303440213203,0.0007304842001758516,0.016086386516690254,0.001330248429439962,0.010024881921708584
2,7,SELECT,0.03790147602558136,0.04835008084774017,0.020452070981264114,0.010060126893222332,0.00817154161632061,0.006275043357163668,0.005384656600654125,0.04747408628463745,0.030060909688472748,0.05958767607808113,0.05368553102016449,0.07320941984653473,0.07623306661844254,0.04565074294805527,0.07532598823308945,0.08287527412176132,0.07404691725969315,0.06735248863697052,0.1779029220342636,0.0,0.0
2,7,UPDATE,0.038312699645757675,0.041689399629831314,0.0849972739815712,0.1410565972328186,0.19481000304222107,0.22810235619544983,0.2299831509590149,0.0032010262366384268,0.0023298298474401236,0.0059196664951741695,0.002117487136274576,0.005497497506439686,0.0019158374052494764,0.0019429216627031565,0.0017628214554861188,0.004768406972289085,0.0018029749626293778,0.001922200433909893,0.0009853803785517812,0.001587025006301701,0.00529551412910223
3,0,SELECT,0.3078102171421051,0.2617800533771515,0.13244935870170593,0.0963679701089859,0.08663100004196167,0.06299654394388199,0.03371351957321167,0.003488898044452071,0.001298635615967214,0.0022979944478720427,0.0005362832453101873,0.0022848753724247217,0.0006761827971786261,0.00043960229959338903,0.0007098550559021533,0.0024036632385104895,0.0007440863992087543,0.0006352519849315286,0.0027360538952052593,0.0,0.0
3,0,UPDATE,0.0008672026451677084,0.000985084567219019,0.0010852094274014235,0.001380005618557334,0.0016226458828896284,0.001925649237819016,0.005743710789829493,0.09093774110078812,0.07162265479564667,0.11207076907157898,0.10475815832614899,0.11813464760780334,0.07172262668609619,0.07362283766269684,0.056224290281534195,0.12608157098293304,0.05087530240416527,0.046427734196186066,0.02016686275601387,0.03731859102845192,0.006426693871617317
3,1,SELECT,0.12682953476905823,0.15174973011016846,0.1800282746553421,0.17170169949531555,0.15527507662773132,0.12959884107112885,0.05696083605289459,0.0021796762011945248,0.0013475922169163823,0.002785829594358802,0.0006418052362278104,0.0028044399805366993,0.0007735685212537646,0.0005990014760755002,0.0008160264696925879,0.0024661861825734377,0.0008347636321559548,0.0007840123726055026,0.011823133565485477,0.0,0.0
3,1,UPDATE,0.006123642437160015,0.005089051090180874,0.0019025246147066355,0.002241041511297226,0.0026164718437939882,0.0028149851132184267,0.005559905897825956,0.0863368883728981,0.06857369840145111,0.09715819358825684,0.08679072558879852,0.10336141288280487,0.07540998607873917,0.06391829252243042,0.06891613453626633,0.10325506329536438,0.06865166872739792,0.05845321714878082,0.025176463648676872,0.056561511009931564,0.011089097708463669
3,2,SELECT,0.07020561397075653,0.11827726662158966,0.16248011589050293,0.08889757096767426,0.06713099777698517,0.04823979362845421,0.025564435869455338,0.1636514514684677,0.02369922213256359,0.06429851800203323,0.0028757548425346613,0.06618344038724899,0.0018386855954304338,0.0010325852781534195,0.0018907020566985011,0.08913858979940414,0.0017400879878550768,0.0013333443785086274,0.0015218226471915841,0.0,0.0
3,2,UPDATE,0.0003134773578494787,0.00035271988599561155,0.0002671741822268814,0.0002638933656271547,0.0002917635138146579,0.00030680219060741365,0.00047445183736272156,0.007289983332157135,0.04290759190917015,0.025998953729867935,0.12449873238801956,0.027529515326023102,0.11802563071250916,0.14786694943904877,0.11279360949993134,0.025662250816822052,0.10080557316541672,0.10411737114191055,0.0453951321542263,0.10760554671287537,0.0072328378446400166
