block,condition,agent,seed,return,opt_frac,gap_regret,model,agreement,tf_pred_true_opt,teacher_true_opt
size_sweep,2x2,optimal,10047,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,optimal,10048,200.0,1.0,0.0,overwrite,,,
size_sweep,2x2,random,9999,110.70001220703125,0.53,89.29998207092285,overwrite,,,
size_sweep,2x2,random,10000,95.50000762939453,0.45,104.49997901916504,overwrite,,,
size_sweep,2x2,random,10001,100.25,0.475,99.75001811981201,overwrite,,,
size_sweep,2x2,random,10002,105.95000457763672,0.505,94.04998111724854,overwrite,,,
size_sweep,2x2,random,10003,102.15000915527344,0.485,97.85007858276367,overwrite,,,
size_sweep,2x2,random,10004,106.90000915527344,0.51,93.10001373291016,overwrite,,,
size_sweep,2x2,random,10005,108.80000305175781,0.52,91.2000732421875,overwrite,,,
size_sweep,2x2,random,10006,94.55000305175781,0.445,105.44997882843018,overwrite,,,
size_sweep,2x2,random,10007,107.85000610351562,0.515,92.14998149871826,overwrite,,,
size_sweep,2x2,random,10008,99.30001068115234,0.47,100.70001697540283,overwrite,,,
size_sweep,2x2,random,10009,105.95001220703125,0.505,94.05004215240479,overwrite,,,
size_sweep,2x2,random,10010,99.30000305175781,0.47,100.69997978210449,overwrite,,,
size_sweep,2x2,random,10011,92.65000915527344,0.435,107.34997844696045,overwrite,,,
size_sweep,2x2,random,10012,94.55000305175781,0.445,105.45002174377441,overwrite,,,
size_sweep,2x2,random,10013,98.35000610351562,0.465,101.6500186920166,overwrite,,,
size_sweep,2x2,random,10014,105.00000762939453,0.5,94.99998092651367,overwrite,,,
size_sweep,2x2,random,10015,106.9000015258789,0.51,93.0999813079834,overwrite,,,
size_sweep,2x2,random,10016,97.4000015258789,0.46,102.59997940063477,overwrite,,,
size_sweep,2x2,random,10017,101.20000457763672,0.48,98.79998016357422,overwrite,,,
size_sweep,2x2,random,10018,96.45000457763672,0.455,103.5499792098999,overwrite,,,
size_sweep,2x2,random,10019,110.69999694824219,0.53,89.29998207092285,overwrite,,,
size_sweep,2x2,random,10020,114.50000762939453,0.55,85.50000381469727,overwrite,,,
size_sweep,2x2,random,10021,100.25001525878906,0.475,99.75002098083496,overwrite,,,
size_sweep,2x2,random,10022,96.45000457763672,0.455,103.5499792098999,overwrite,,,
size_sweep,2x2,random,10023,93.60000610351562,0.44,106.39997863769531,overwrite,,,
size_sweep,2x2,random,10024,107.85000610351562,0.515,92.15002727508545,overwrite,,,
size_sweep,2x2,random,10025,104.05000305175781,0.495,95.94998073577881,overwrite,,,
size_sweep,2x2,random,10026,105.0,0.5,94.99998092651367,overwrite,,,
