construction,sweep,seed,max_cos,beta,sigma,dim,rho,T,max_pred_err,w_linf,w_l1,max_w_linf,decision_agree,regret_diff,beta_max,max_err,final_err,greedy_agree,select_agree
mwu,beta_x_dim,10,0.0560064316462746,100.0,,2048.0,,500,0.638930458426608,0.0198403063575697,0.0396806127151396,0.6203585218504619,0.9879518072289156,-4.0,,,,,
mwu,beta_x_dim,11,0.0479458623505918,100.0,,2048.0,,100,0.9353099300011314,0.9578381366049562,1.9156762732099124,0.9578381366049562,0.7070707070707071,17.0,,,,,
mwu,beta_x_dim,11,0.0479458623505918,100.0,,2048.0,,500,1.0004732010817488,0.999999469044647,1.999998938089294,0.999999469044647,0.5070140280561122,134.0,,,,,
mwu,beta_x_dim,12,0.0596496578914088,100.0,,2048.0,,100,0.482500851204834,0.0835894116189088,0.1671788232378177,0.5652852954878761,0.99,-1.0,,,,,
mwu,beta_x_dim,12,0.0596496578914088,100.0,,2048.0,,500,0.482500851204834,1.5056207391950234e-09,3.011241310739762e-09,0.5652852954878761,0.998,-1.0,,,,,
mwu,beta_x_dim,13,0.0449422479712116,100.0,,2048.0,,100,0.6428182700819922,0.5105692096127701,1.0211384192255402,0.706005335172393,0.91,3.0,,,,,
mwu,beta_x_dim,13,0.0449422479712116,100.0,,2048.0,,500,0.7937651306874417,0.742505677475638,1.4850113549512762,0.7965784669820204,0.774,17.0,,,,,
mwu,beta_x_dim,14,0.057486719785405,100.0,,2048.0,,100,0.8276060813315109,0.8312355657544825,1.662471131508965,0.8410598055710989,0.7857142857142857,16.0,,,,,
mwu,beta_x_dim,14,0.057486719785405,100.0,,2048.0,,500,0.9986207093036172,0.998496026583336,1.9969920531666725,0.998563915055064,0.6706827309236948,63.0,,,,,
mwu,beta_x_dim,15,0.0585333183790552,100.0,,2048.0,,100,1.001132715985427,0.9732693109902104,1.9465386219804208,0.9751801349846227,0.5918367346938775,25.0,,,,,
mwu,beta_x_dim,15,0.0585333183790552,100.0,,2048.0,,500,1.0284913231882942,0.999999829892683,1.9999996597853664,0.999999829892683,0.4859437751004016,147.0,,,,,
mwu,beta_x_dim,16,0.0551722318557585,100.0,,2048.0,,100,0.7117770829820985,0.6055617173026815,1.211123434605363,0.7266811196710301,0.7171717171717171,-4.0,,,,,
mwu,beta_x_dim,16,0.0551722318557585,100.0,,2048.0,,500,0.7117770829820985,0.0122768495243603,0.0245536990487207,0.7266811196710301,0.93186372745491,-8.0,,,,,
mwu,beta_x_dim,17,0.0585931003830355,100.0,,2048.0,,100,0.9643488195286204,0.9692792566997336,1.938558513399467,0.969312260834251,0.8383838383838383,4.0,,,,,
mwu,beta_x_dim,17,0.0585931003830355,100.0,,2048.0,,500,1.0103017734504334,0.9999995873832832,1.9999991747665664,0.9999995873832832,0.6172344689378757,119.0,,,,,
mwu,beta_x_dim,18,0.0619955793597305,100.0,,2048.0,,100,0.9618487119032268,0.9703142764731948,1.9406285529463887,0.9703142764731948,0.53,27.0,,,,,
mwu,beta_x_dim,18,0.0619955793597305,100.0,,2048.0,,500,1.0000833501655872,0.999999749549818,1.999999499099636,0.9999997733834308,0.474,145.0,,,,,
mwu,beta_x_dim,19,0.0580647255522345,100.0,,2048.0,,100,0.558878648129584,0.0747469746311273,0.1494939492622546,0.5454799612501635,0.9696969696969696,0.0,,,,,
mwu,beta_x_dim,19,0.0580647255522345,100.0,,2048.0,,500,0.558878648129584,1.9115322325014012e-08,3.823064454106777e-08,0.5454799612501635,0.9939879759519038,0.0,,,,,
mwu,beta_x_dim,0,0.0484081310003534,100.0,,4096.0,,100,0.9638837163171674,0.9382630323874656,1.8765260647749311,0.9438079505707756,0.6,20.0,,,,,
mwu,beta_x_dim,0,0.0484081310003534,100.0,,4096.0,,500,1.025583514993457,0.9999724643092668,1.9999449286185336,0.9999724643094116,0.516,98.0,,,,,
mwu,beta_x_dim,1,0.0402177959941133,100.0,,4096.0,,100,0.6444540611006662,0.5022054439849939,1.0044108879699878,0.6822555636018945,0.898989898989899,5.0,,,,,
mwu,beta_x_dim,1,0.0402177959941133,100.0,,4096.0,,500,0.6444540611006662,0.310035230235608,0.620070460471216,0.6822555636018945,0.9799599198396792,5.0,,,,,
mwu,beta_x_dim,2,0.0403801031226703,100.0,,4096.0,,100,0.9755047096800732,0.989920305959524,1.979840611919048,0.989920305959524,0.6666666666666666,26.0,,,,,
mwu,beta_x_dim,2,0.0403801031226703,100.0,,4096.0,,500,1.000000894405441,0.9999999991619976,1.999999998323996,0.9999999991619976,0.4529058116232465,190.0,,,,,
mwu,beta_x_dim,3,0.0373571651160548,100.0,,4096.0,,100,0.980355185748504,0.9821825315265172,1.9643650630530345,0.9821825315265172,0.5463917525773195,33.0,,,,,
mwu,beta_x_dim,3,0.0373571651160548,100.0,,4096.0,,500,1.0062299338791725,0.9999998628276284,1.9999997256552569,0.9999998628568406,0.5130784708249497,153.0,,,,,
mwu,beta_x_dim,4,0.0424637294342186,100.0,,4096.0,,100,0.976294107241621,0.9979659536383996,1.9959319072767991,0.9979659536383996,0.87,3.0,,,,,
mwu,beta_x_dim,4,0.0424637294342186,100.0,,4096.0,,500,1.000115115775899,0.9999999999970208,1.9999999999940417,0.9999999999970208,0.504,210.0,,,,,
mwu,beta_x_dim,5,0.0425958648851332,100.0,,4096.0,,100,0.7730738675372065,0.7395947790129338,1.4791895580258676,0.7978580171549402,0.7373737373737373,10.0,,,,,
mwu,beta_x_dim,5,0.0425958648851332,100.0,,4096.0,,500,0.9372481344407516,0.9002511751820856,1.8005023503641715,0.93703394959136,0.6993987975951904,24.0,,,,,
mwu,beta_x_dim,6,0.0488842369019879,100.0,,4096.0,,100,0.8572883175422367,0.3563866771980121,0.7127733543960243,0.8683983351210411,0.79,7.0,,,,,
mwu,beta_x_dim,6,0.0488842369019879,100.0,,4096.0,,500,0.8572883175422367,0.0030694212054449,0.0061388424108899,0.8683983351210411,0.958,7.0,,,,,
mwu,beta_x_dim,7,0.041213955725293,100.0,,4096.0,,100,0.924716545992787,0.9313822914665512,1.862764582933102,0.9313822914665512,0.69,19.0,,,,,
mwu,beta_x_dim,7,0.041213955725293,100.0,,4096.0,,500,1.0054027204689249,0.999900787758145,1.99980157551629,0.9999331824074617,0.606,87.0,,,,,
mwu,beta_x_dim,8,0.0404996715751141,100.0,,4096.0,,100,1.0007173767535726,0.9882175228197754,1.9764350456395507,0.9884528285141656,0.6326530612244898,34.0,,,,,
mwu,beta_x_dim,8,0.0404996715751141,100.0,,4096.0,,500,1.0246350950059608,0.9999999974901002,1.9999999949802003,0.9999999974901002,0.5421686746987951,190.0,,,,,
mwu,beta_x_dim,9,0.0397315625126113,100.0,,4096.0,,100,0.510578735641064,0.3684723731234397,0.7369447462468797,0.6402054040187,1.0,0.0,,,,,
mwu,beta_x_dim,9,0.0397315625126113,100.0,,4096.0,,500,0.510578735641064,0.0134357611684423,0.0268715223368845,0.6402054040187,1.0,0.0,,,,,
mwu,beta_x_dim,10,0.0308183902307792,100.0,,4096.0,,100,0.7113347115868544,0.6962906285214021,1.3925812570428042,0.71675903095885,0.7653061224489796,1.0,,,,,
mwu,beta_x_dim,10,0.0308183902307792,100.0,,4096.0,,500,0.9911823579380784,0.9801596942785442,1.9603193885570884,0.9801596942792412,0.7108433734939759,32.0,,,,,
mwu,beta_x_dim,11,0.0360215731009427,100.0,,4096.0,,100,0.7016213204599603,0.6884636261385728,1.3769272522771456,0.7200758835437231,0.7676767676767676,7.0,,,,,
mwu,beta_x_dim,11,0.0360215731009427,100.0,,4096.0,,500,0.9569264688252732,0.9525741528438294,1.9051483056876588,0.9569081103238116,0.591182364729459,30.0,,,,,
mwu,beta_x_dim,12,0.039519506211961,100.0,,4096.0,,100,0.4782549637529196,0.0835894116189088,0.1671788232378177,0.5040542297673121,0.99,-1.0,,,,,
mwu,beta_x_dim,12,0.039519506211961,100.0,,4096.0,,500,0.4782549637529196,1.5056207391950234e-09,3.011241310739762e-09,0.5040542297673121,0.998,-1.0,,,,,
mwu,beta_x_dim,13,0.0344633586694801,100.0,,4096.0,,100,0.7150425164778476,0.5105692096127701,1.0211384192255402,0.7533127694891941,0.87,5.0,,,,,
mwu,beta_x_dim,13,0.0344633586694801,100.0,,4096.0,,500,0.7807194608367947,0.742505677475638,1.4850113549512762,0.7965784669820204,0.766,19.0,,,,,
mwu,beta_x_dim,14,0.0409105262128963,100.0,,4096.0,,100,0.6340078421701318,0.4930036205890765,0.9860072411781532,0.7118870965583423,0.8877551020408163,9.0,,,,,
mwu,beta_x_dim,14,0.0409105262128963,100.0,,4096.0,,500,0.6340078421701318,0.4509933522442215,0.9019867044884432,0.7118870965583423,0.963855421686747,8.0,,,,,
mwu,beta_x_dim,15,0.0455846868936952,100.0,,4096.0,,100,0.7663031113453905,0.7587551708374759,1.5175103416749518,0.7765835733340829,0.7551020408163265,7.0,,,,,
mwu,beta_x_dim,15,0.0455846868936952,100.0,,4096.0,,500,0.9316896020530936,0.916827317680345,1.83365463536069,0.9241418330096244,0.6526104417670683,20.0,,,,,
mwu,beta_x_dim,16,0.0430184793604122,100.0,,4096.0,,100,0.7118131036242564,0.6055617173026815,1.211123434605363,0.7266811196710301,0.7171717171717171,-4.0,,,,,
mwu,beta_x_dim,16,0.0430184793604122,100.0,,4096.0,,500,0.7118131036242564,0.0122768495243603,0.0245536990487207,0.7266811196710301,0.93186372745491,-8.0,,,,,
mwu,beta_x_dim,17,0.0399434565771821,100.0,,4096.0,,100,0.9620925988342526,0.9692792566997336,1.938558513399467,0.969312260834251,0.6464646464646465,16.0,,,,,
mwu,beta_x_dim,17,0.0399434565771821,100.0,,4096.0,,500,1.0000119502994975,0.9999995873832832,1.9999991747665664,0.9999995873832832,0.5791583166332666,131.0,,,,,
mwu,beta_x_dim,18,0.038536534591374,100.0,,4096.0,,100,0.8955463205912095,0.9339332072991832,1.867866414598366,0.9339332072991832,0.52,20.0,,,,,
mwu,beta_x_dim,18,0.038536534591374,100.0,,4096.0,,500,1.0003073743805004,0.9999944405190592,1.9999888810381183,0.9999944405190592,0.53,115.0,,,,,
mwu,beta_x_dim,19,0.038131765347556,100.0,,4096.0,,100,0.5592473083575344,0.0747469746311273,0.1494939492622546,0.5544170331086169,0.9696969696969696,0.0,,,,,
mwu,beta_x_dim,19,0.038131765347556,100.0,,4096.0,,500,0.5592473083575344,1.9115322325014012e-08,3.823064454106777e-08,0.5544170331086169,0.9939879759519038,0.0,,,,,
mwu,beta_x_dim,0,0.0314387954354073,100.0,,8192.0,,100,0.9918996922176304,0.991644810001988,1.983289620003976,0.991644810001988,0.62,32.0,,,,,
mwu,beta_x_dim,0,0.0314387954354073,100.0,,8192.0,,500,1.008970301993948,0.9999999875310908,1.9999999750621813,0.9999999875310908,0.482,167.0,,,,,
mwu,beta_x_dim,1,0.0261861761092986,100.0,,8192.0,,100,0.6417010716014946,0.5022054439849939,1.0044108879699878,0.6821122245071218,0.9090909090909092,4.0,,,,,
mwu,beta_x_dim,1,0.0261861761092986,100.0,,8192.0,,500,0.6417010716014946,0.310035230235608,0.620070460471216,0.6821122245071218,0.9819639278557114,4.0,,,,,
mwu,beta_x_dim,2,0.0204728488364022,100.0,,8192.0,,100,0.3490531132524904,0.0926548580894001,0.1853097161788001,0.4617969748494656,0.98989898989899,0.0,,,,,
mwu,beta_x_dim,2,0.0204728488364022,100.0,,8192.0,,500,0.3490531132524904,2.892584842761892e-07,5.785169685933983e-07,0.4617969748494656,0.997995991983968,0.0,,,,,
mwu,beta_x_dim,3,0.0278492698253145,100.0,,8192.0,,100,0.4921413681840046,0.2035380545632883,0.4070761091265767,0.5317532996834742,1.0,2.0,,,,,
mwu,beta_x_dim,3,0.0278492698253145,100.0,,8192.0,,500,0.4921413681840046,0.0020254610240721,0.0040509220481442,0.5317532996834742,1.0,2.0,,,,,
mwu,beta_x_dim,4,0.0342506563424493,100.0,,8192.0,,100,0.6123096979794358,0.5022852654649924,1.0045705309299848,0.6365105546612988,0.92,2.0,,,,,
mwu,beta_x_dim,4,0.0342506563424493,100.0,,8192.0,,500,0.8582064428474845,0.8698917151566924,1.7397834303133848,0.8698917350886197,0.834,19.0,,,,,
mwu,beta_x_dim,5,0.0235145060286646,100.0,,8192.0,,100,0.773108798053903,0.7395947790129338,1.4791895580258676,0.7978580171549402,0.7373737373737373,10.0,,,,,
mwu,beta_x_dim,5,0.0235145060286646,100.0,,8192.0,,500,0.9372830649574486,0.9002511751820856,1.8005023503641715,0.93703394959136,0.6993987975951904,24.0,,,,,
mwu,beta_x_dim,6,0.0274112748273917,100.0,,8192.0,,100,0.4029246315415669,0.3563866771980121,0.7127733543960243,0.412719888944319,0.92,2.0,,,,,
mwu,beta_x_dim,6,0.0274112748273917,100.0,,8192.0,,500,0.4029246315415669,0.0030694212054449,0.0061388424108899,0.412719888944319,0.984,2.0,,,,,
mwu,beta_x_dim,7,0.0243875776651143,100.0,,8192.0,,100,0.620922042155007,0.2436148960003438,0.4872297920006876,0.6030638505446968,0.94,-2.0,,,,,
mwu,beta_x_dim,7,0.0243875776651143,100.0,,8192.0,,500,1.013861322843432,0.999900787758145,1.99980157551629,0.9999331824074617,0.658,67.0,,,,,
mwu,beta_x_dim,8,0.0280645026860939,100.0,,8192.0,,100,0.3817993669283129,0.2142698262774054,0.4285396525548108,0.4565643269703309,0.9897959183673468,1.0,,,,,
mwu,beta_x_dim,8,0.0280645026860939,100.0,,8192.0,,500,0.3817993669283129,0.0030184192841652,0.0060368385683307,0.4565643269703309,0.997991967871486,1.0,,,,,
mwu,beta_x_dim,9,0.0305554187547387,100.0,,8192.0,,100,0.4763270895958524,0.3684723731234397,0.7369447462468797,0.5972997028196734,0.99,-1.0,,,,,
mwu,beta_x_dim,9,0.0305554187547387,100.0,,8192.0,,500,0.4763270895958524,0.0134357611684423,0.0268715223368845,0.5972997028196734,0.998,-1.0,,,,,
mwu,beta_x_dim,10,0.0280502999483688,100.0,,8192.0,,100,1.0275023515522903,0.9908287716605092,1.9816575433210184,0.9917040625271524,0.7551020408163265,5.0,,,,,
mwu,beta_x_dim,10,0.0280502999483688,100.0,,8192.0,,500,1.0366627875350034,0.9999999996660534,1.9999999993321067,0.9999999996660534,0.5,180.0,,,,,
mwu,beta_x_dim,11,0.0350268165612026,100.0,,8192.0,,100,0.7015891673110869,0.6884636261385728,1.3769272522771456,0.7200758835437231,0.7676767676767676,7.0,,,,,
mwu,beta_x_dim,11,0.0350268165612026,100.0,,8192.0,,500,0.9501543338720172,0.0474263958312398,0.0948527916624797,0.9569081103238116,0.7895791583166333,31.0,,,,,
mwu,beta_x_dim,12,0.0235987690985232,100.0,,8192.0,,100,0.397376501468141,0.0835894116189088,0.1671788232378177,0.4426954314138975,0.99,-1.0,,,,,
mwu,beta_x_dim,12,0.0235987690985232,100.0,,8192.0,,500,0.397376501468141,1.5056207391950234e-09,3.011241310739762e-09,0.4426954314138975,0.998,-1.0,,,,,
mwu,beta_x_dim,13,0.0198717085985606,100.0,,8192.0,,100,0.6678400421737738,0.5105692096127701,1.0211384192255402,0.696865460420855,0.88,8.0,,,,,
mwu,beta_x_dim,13,0.0198717085985606,100.0,,8192.0,,500,0.7801733470010039,0.742505677475638,1.4850113549512762,0.7965784669820204,0.768,22.0,,,,,
mwu,beta_x_dim,14,0.0280098390287785,100.0,,8192.0,,100,0.6594996640656443,0.4930036205890765,0.9860072411781532,0.6805211949419294,0.8673469387755102,9.0,,,,,
mwu,beta_x_dim,14,0.0280098390287785,100.0,,8192.0,,500,0.6594996640656443,0.4509933522442215,0.9019867044884432,0.6805211949419294,0.9598393574297188,8.0,,,,,
mwu,beta_x_dim,15,0.0316134378128197,100.0,,8192.0,,100,0.7522218886194701,0.7587551708374759,1.5175103416749518,0.7765835733340829,0.7551020408163265,8.0,,,,,
mwu,beta_x_dim,15,0.0316134378128197,100.0,,8192.0,,500,0.9176083793271732,0.916827317680345,1.83365463536069,0.9241418330096244,0.6526104417670683,21.0,,,,,
mwu,beta_x_dim,16,0.026715412932202,100.0,,8192.0,,100,0.6699975122362535,0.6055617173026815,1.211123434605363,0.6774496199881399,0.7171717171717171,-4.0,,,,,
mwu,beta_x_dim,16,0.026715412932202,100.0,,8192.0,,500,0.6699975122362535,0.0122768495243603,0.0245536990487207,0.6774496199881399,0.93186372745491,-8.0,,,,,
mwu,beta_x_dim,17,0.0264551709001767,100.0,,8192.0,,100,1.001419847283075,0.9897739528856296,1.9795479057712595,0.9897739528856296,0.7474747474747475,15.0,,,,,
mwu,beta_x_dim,17,0.0264551709001767,100.0,,8192.0,,500,1.0140879643270049,0.9999999983137298,1.99999999662746,0.9999999983137298,0.5390781563126252,174.0,,,,,
mwu,beta_x_dim,18,0.0289778808099084,100.0,,8192.0,,100,0.8957674839168461,0.9339332072991832,1.867866414598366,0.9339332072991832,0.55,21.0,,,,,
mwu,beta_x_dim,18,0.0289778808099084,100.0,,8192.0,,500,1.000528537706137,0.9999944405190592,1.9999888810381183,0.9999944405190592,0.536,116.0,,,,,
mwu,beta_x_dim,19,0.0289899519773237,100.0,,8192.0,,100,0.4889857677925872,0.0747469746311273,0.1494939492622546,0.5151758259869462,0.9696969696969696,0.0,,,,,
mwu,beta_x_dim,19,0.0289899519773237,100.0,,8192.0,,500,0.4889857677925872,1.9115322325014012e-08,3.823064454106777e-08,0.5151758259869462,0.9939879759519038,0.0,,,,,
mwu,beta_x_dim,4,0.0235828305836236,100.0,,16384.0,,100,0.5438324123071865,0.5022852654649924,1.0045705309299848,0.5715936098094742,0.93,1.0,,,,,
mwu,beta_x_dim,4,0.0235828305836236,100.0,,16384.0,,500,1.0076980084561038,0.9999985433746692,1.9999970867493384,0.9999985433746692,0.724,90.0,,,,,
mwu,beta_x_dim,5,0.0242450051939846,100.0,,16384.0,,100,0.5490636156566734,0.4204575227001601,0.8409150454003201,0.5486280665531249,0.9292929292929292,3.0,,,,,
mwu,beta_x_dim,5,0.0242450051939846,100.0,,16384.0,,500,0.5490636156566734,0.0997655094656053,0.1995310189312109,0.5486280665531249,0.9859719438877756,3.0,,,,,
mwu,beta_x_dim,6,0.0183604049733684,100.0,,16384.0,,100,0.8746501312027649,0.8560311916307511,1.7120623832615025,0.8872356752103883,0.74,10.0,,,,,
mwu,beta_x_dim,6,0.0183604049733684,100.0,,16384.0,,500,0.9982117119152036,0.9983435427459546,1.9966870854919088,0.9983437888634276,0.554,57.0,,,,,
mwu,beta_x_dim,7,0.0228945034914232,100.0,,16384.0,,100,0.9925208906223494,0.9937751419224352,1.9875502838448709,0.993819742292305,0.88,2.0,,,,,
mwu,beta_x_dim,7,0.0228945034914232,100.0,,16384.0,,500,0.9999994245380742,0.9820155744974716,1.964031148994944,0.999999603716405,0.626,107.0,,,,,
mwu,beta_x_dim,0,0.0203337819576505,100.0,,16384.0,,100,0.9878776861388844,0.991644810001988,1.983289620003976,0.991644810001988,0.62,32.0,,,,,
mwu,beta_x_dim,0,0.0203337819576505,100.0,,16384.0,,500,1.000000227650138,0.9999999875310908,1.9999999750621813,0.9999999875310908,0.482,167.0,,,,,
mwu,beta_x_dim,1,0.0185989574299883,100.0,,16384.0,,100,0.8993790797179041,0.9090611362529116,1.818122272505824,0.9106789192278786,0.7272727272727273,16.0,,,,,
mwu,beta_x_dim,1,0.0185989574299883,100.0,,16384.0,,500,1.00001434219594,0.9999859250613256,1.999971850122652,0.9999859250613256,0.6432865731462926,107.0,,,,,
mwu,beta_x_dim,2,0.0206087496408519,100.0,,16384.0,,100,0.3127422420126325,0.0926548580894001,0.1853097161788001,0.3984800737289741,0.98989898989899,0.0,,,,,
mwu,beta_x_dim,2,0.0206087496408519,100.0,,16384.0,,500,0.3127422420126325,2.892584842761892e-07,5.785169685933983e-07,0.3984800737289741,0.997995991983968,0.0,,,,,
mwu,beta_x_dim,3,0.023746884856177,100.0,,16384.0,,100,0.4933803235307938,0.2035380545632883,0.4070761091265767,0.5344057326673743,0.9896907216494846,2.0,,,,,
mwu,beta_x_dim,3,0.023746884856177,100.0,,16384.0,,500,0.4933803235307938,0.0020254610240721,0.0040509220481442,0.5344057326673743,0.9979879275653925,2.0,,,,,
mwu,beta_x_dim,8,0.0161931343882071,100.0,,16384.0,,100,0.9866826284367564,0.9882175228197754,1.9764350456395507,0.9884528285141656,0.7142857142857143,18.0,,,,,
mwu,beta_x_dim,8,0.0161931343882071,100.0,,16384.0,,500,1.010600346689145,0.9999999974901002,1.9999999949802003,0.9999999974901002,0.5582329317269076,174.0,,,,,
mwu,beta_x_dim,9,0.0233624251197207,100.0,,16384.0,,100,0.9771074078043676,0.9827443144054272,1.9654886288108544,0.9827443144054272,0.79,11.0,,,,,
mwu,beta_x_dim,9,0.0233624251197207,100.0,,16384.0,,500,1.0000339730700156,0.9999999944724814,1.999999988944963,0.9999999944724814,0.534,165.0,,,,,
mwu,beta_x_dim,10,0.0217627391917139,100.0,,16384.0,,100,1.016449491186241,0.9908287716605092,1.9816575433210184,0.9917040625271524,0.6836734693877551,22.0,,,,,
mwu,beta_x_dim,10,0.0217627391917139,100.0,,16384.0,,500,1.0256099271689538,0.9999999996660534,1.9999999993321067,0.9999999996660534,0.4859437751004016,197.0,,,,,
mwu,beta_x_dim,11,0.0210651632267132,100.0,,16384.0,,100,0.6993551491526775,0.6884636261385728,1.3769272522771456,0.7142205340097234,0.7777777777777778,9.0,,,,,
mwu,beta_x_dim,11,0.0210651632267132,100.0,,16384.0,,500,0.9569828406701036,0.9525741528438294,1.9051483056876588,0.9569081103238116,0.593186372745491,32.0,,,,,
mwu,beta_x_dim,12,0.0237405421937136,100.0,,16384.0,,100,0.9563909319199176,0.962645084668475,1.92529016933695,0.962645084668475,0.79,11.0,,,,,
mwu,beta_x_dim,12,0.0237405421937136,100.0,,16384.0,,500,1.00577892798887,0.9999999994917258,1.999999998983452,0.9999999994917258,0.482,193.0,,,,,
mwu,beta_x_dim,13,0.0201354525894712,100.0,,16384.0,,100,0.5943727038893969,0.5105692096127701,1.0211384192255402,0.6488211822063487,0.89,7.0,,,,,
mwu,beta_x_dim,13,0.0201354525894712,100.0,,16384.0,,500,0.7950793691802823,0.742505677475638,1.4850113549512762,0.7965784669820204,0.77,21.0,,,,,
mwu,beta_x_dim,14,0.0217165297780651,100.0,,16384.0,,100,0.7445910254928259,0.7217544875217428,1.4435089750434855,0.7343840067234815,0.7653061224489796,14.0,,,,,
mwu,beta_x_dim,14,0.0217165297780651,100.0,,16384.0,,500,0.7648201570189812,0.4509933522442215,0.9019867044884432,0.7796067650752566,0.7228915662650602,9.0,,,,,
mwu,beta_x_dim,15,0.0217387203316973,100.0,,16384.0,,100,0.9760632235741156,0.9732693109902104,1.9465386219804208,0.9751801349845778,0.7346938775510204,9.0,,,,,
mwu,beta_x_dim,15,0.0217387203316973,100.0,,16384.0,,500,1.003421830776985,0.999999829892683,1.9999996597853664,0.999999829892683,0.5140562248995983,131.0,,,,,
mwu,beta_x_dim,16,0.020272448764087,100.0,,16384.0,,100,0.8599140243805996,0.9119889228130752,1.8239778456261504,0.9119889228130752,0.8181818181818182,-2.0,,,,,
mwu,beta_x_dim,16,0.020272448764087,100.0,,16384.0,,500,0.9999820552637227,0.9998511174521858,1.999702234904372,0.9998511174521858,0.5891783567134269,67.0,,,,,
mwu,beta_x_dim,17,0.019293648679756,100.0,,16384.0,,100,0.4421547529155392,0.2463424373085754,0.4926848746171508,0.4595508014795013,0.98989898989899,-1.0,,,,,
mwu,beta_x_dim,17,0.019293648679756,100.0,,16384.0,,500,1.01681767664164,0.9992539714752452,1.9985079429504904,0.9993891209825544,0.7314629258517034,50.0,,,,,
mwu,beta_x_dim,18,0.0194719133097304,100.0,,16384.0,,100,0.4069084553151068,0.1104940102634486,0.2209880205268972,0.4179267506820424,0.94,0.0,,,,,
mwu,beta_x_dim,18,0.0194719133097304,100.0,,16384.0,,500,0.4069084553151068,5.8100337408939495e-06,1.1620067481883964e-05,0.4179267506820424,0.988,0.0,,,,,
mwu,beta_x_dim,19,0.0186967706636144,100.0,,16384.0,,100,0.4190993176028086,0.0747469746311273,0.1494939492622546,0.4042895233813699,0.98989898989899,-1.0,,,,,
mwu,beta_x_dim,19,0.0186967706636144,100.0,,16384.0,,500,0.4190993176028086,1.9115322325014012e-08,3.823064454106777e-08,0.4042895233813699,0.997995991983968,-1.0,,,,,
mwu,beta_x_dim,4,0.4273063380682323,1000.0,,32.0,,100,0.9997702931533576,0.9979659536383996,1.9959319072767991,0.9979659536383996,0.38,56.0,,,,,
mwu,beta_x_dim,4,0.4273063380682323,1000.0,,32.0,,500,inf,,,inf,0.424,250.0,,,,,
mwu,beta_x_dim,5,0.4939948545820163,1000.0,,32.0,,100,0.9613887118842636,0.7395947790129338,1.4791895580258676,0.7978580171549402,0.6060606060606061,24.0,,,,,
mwu,beta_x_dim,5,0.4939948545820163,1000.0,,32.0,,500,inf,,,inf,0.5410821643286573,138.0,,,,,
mwu,beta_x_dim,6,0.5294742696585055,1000.0,,32.0,,100,0.9225203956849828,0.8936114332962296,1.7872228665924592,0.9224513893081162,0.59,13.0,,,,,
mwu,beta_x_dim,6,0.5294742696585055,1000.0,,32.0,,500,inf,,,inf,0.516,60.0,,,,,
mwu,beta_x_dim,7,0.4684512163415774,1000.0,,32.0,,100,0.8648222954874643,0.831227670610669,1.662455341221338,0.862444422658576,0.6,20.0,,,,,
mwu,beta_x_dim,7,0.4684512163415774,1000.0,,32.0,,500,0.991114796369367,0.9820155744974716,1.964031148994944,0.9900494139369628,0.674,45.0,,,,,
mwu,beta_x_dim,0,0.5868549052508437,1000.0,,32.0,,100,1.3001912594113847,0.0813704844183337,0.1627409688366674,0.750623959807108,0.44,40.0,,,,,
mwu,beta_x_dim,0,0.5868549052508437,1000.0,,32.0,,500,inf,,,inf,0.35,185.0,,,,,
mwu,beta_x_dim,1,0.3938147833111556,1000.0,,32.0,,100,0.8866608834024357,0.9090611362529116,1.818122272505824,0.9106789192281186,0.8686868686868687,5.0,,,,,
mwu,beta_x_dim,1,0.3938147833111556,1000.0,,32.0,,500,inf,,,inf,0.7434869739478958,26.0,,,,,
mwu,beta_x_dim,2,0.3686146781289318,1000.0,,32.0,,100,1.028067464348788,0.9448242850977286,1.8896485701954573,0.9498114252725128,0.494949494949495,25.0,,,,,
mwu,beta_x_dim,2,0.3686146781289318,1000.0,,32.0,,500,inf,,,inf,0.5090180360721442,150.0,,,,,
mwu,beta_x_dim,3,0.5377408866847891,1000.0,,32.0,,100,0.7784438017966839,0.8222853185625756,1.6445706371251512,0.8231319549433758,0.6494845360824743,15.0,,,,,
mwu,beta_x_dim,3,0.5377408866847891,1000.0,,32.0,,500,inf,,,inf,0.5754527162977867,72.0,,,,,
mwu,beta_x_dim,8,0.441602959925516,1000.0,,32.0,,100,0.548620077938547,0.8062413246826962,1.6124826493653923,0.8062413246826962,1.0,-1.0,,,,,
mwu,beta_x_dim,8,0.441602959925516,1000.0,,32.0,,500,inf,,,inf,0.9196787148594378,33.0,,,,,
mwu,beta_x_dim,9,0.3828157438795699,1000.0,,32.0,,100,0.9036803246725388,0.7432400276240081,1.4864800552480162,0.792831106490713,0.74,8.0,,,,,
mwu,beta_x_dim,9,0.3828157438795699,1000.0,,32.0,,500,inf,,,inf,0.644,70.0,,,,,
mwu,beta_x_dim,10,0.5206159057554094,1000.0,,32.0,,100,1.2602661791988194,0.3240823634076593,0.6481647268153186,0.7113485080607218,0.9387755102040816,-6.0,,,,,
mwu,beta_x_dim,10,0.5206159057554094,1000.0,,32.0,,500,inf,,,inf,0.9437751004016064,6.0,,,,,
mwu,beta_x_dim,11,0.5080672562707284,1000.0,,32.0,,100,0.7625257602206041,0.9578381366049562,1.9156762732099124,0.9578381366049562,0.7373737373737373,4.0,,,,,
