layer,head,query_token,ctx_0,ctx_1,ctx_2,ctx_3,S1,A2,R,S3,S3,A0,EVAL,S3,A1,EVAL,S3,A2,EVAL,S3,A3,EVAL,SEL,QCUR,QNXT,UPD
1,7,UPDATE,0.0004193548229523003,0.0014280646573752165,0.002662079641595483,0.0009525089990347624,0.0327247679233551,0.7324913144111633,0.01442924328148365,0.0003869599604513496,0.0003482022148091346,0.04712998867034912,0.028933042660355568,0.00030489571508951485,0.008486180566251278,0.04177498444914818,0.0003006882034242153,0.021939843893051147,0.015883561223745346,0.0003129310207441449,0.012779530137777328,0.017992397770285606,0.006104667671024799,0.004380457103252411,0.0026878872886300087,0.005146362818777561
2,0,SELECT,6.890239455970004e-05,6.185955135151744e-05,0.00017592860967852175,0.00011154935782542452,0.0001153519915533252,0.00039942938019521534,0.004937697667628527,0.17949999868869781,0.21872998774051666,0.02319011278450489,0.011435047723352909,0.18101008236408234,0.007677638903260231,0.006581534631550312,0.1598445326089859,0.00693044438958168,0.01113851647824049,0.14506448805332184,0.022991729900240898,0.012385079637169838,0.007649971637874842,0.0,0.0,0.0
2,0,UPDATE,0.0004239908594172448,0.0045477175153791904,0.8331223130226135,0.0447312593460083,0.11636800318956375,1.679650813457556e-05,3.623262273322325e-06,2.616320489323698e-05,1.652647006267216e-05,1.3569414250014233e-06,4.444521550794889e-07,1.4239861229725648e-05,1.7120194684139278e-07,2.2471752458841365e-07,1.639676520426292e-05,2.5089141786338587e-07,2.786320294489997e-07,1.5679659554734826e-05,3.516350489007891e-06,6.960398764022102e-07,4.786406407220056e-06,6.106528189775418e-07,7.033921178845048e-07,0.0006841968861408532
2,1,SELECT,0.009013846516609192,0.011079985648393631,0.016664689406752586,0.0124290706589818,0.008241170085966587,0.04946520924568176,0.05566660314798355,0.07382137328386307,0.06916214525699615,0.06524977087974548,0.044490132480859756,0.0687541589140892,0.028919195756316185,0.03873613104224205,0.07710402458906174,0.03387872129678726,0.049325644969940186,0.07101915031671524,0.06690410524606705,0.05506138876080513,0.09501348435878754,0.0,0.0,0.0
2,1,UPDATE,0.07063005864620209,0.07148522883653641,0.35532230138778687,0.13652709126472473,0.18111827969551086,0.021596267819404602,0.01257040724158287,0.013753063976764679,0.012701514177024364,0.006133753806352615,0.004646423738449812,0.010648796334862709,0.0031318229157477617,0.003199158702045679,0.010263259522616863,0.0030698729678988457,0.003913630731403828,0.01033643539994955,0.005594915710389614,0.00436006486415863,0.008054803125560284,0.017471324652433395,0.019190436229109764,0.014281061477959156
2,2,SELECT,0.03896251693367958,0.020661385729908943,0.01530848816037178,0.022019241005182266,0.012417004443705082,0.011385169811546803,0.003944795113056898,0.0024471981450915337,0.002261232351884246,0.005740426015108824,0.004114953801035881,0.003021841635927558,0.004784475080668926,0.004665644373744726,0.0042318482883274555,0.005920107942074537,0.0047944895923137665,0.004481302574276924,0.007431595586240292,0.006695830263197422,0.8147104382514954,0.0,0.0,0.0
2,2,UPDATE,0.0004328209033701569,0.0003989032993558794,0.0003686915442813188,0.0003254748007748276,0.00032259916770271957,0.006537875160574913,0.12613831460475922,0.058150459080934525,0.06200449913740158,0.041990719735622406,0.047879572957754135,0.057761985808610916,0.0418388806283474,0.0444001778960228,0.05307261645793915,0.03179473057389259,0.04532843455672264,0.053559012711048126,0.028782863169908524,0.03851054236292839,0.006782149896025658,0.1270219087600708,0.12147819250822067,0.00511856097728014
2,3,SELECT,5.189180956222117e-05,4.665227606892586e-05,6.135974399512634e-05,5.112743383506313e-05,2.6250882001477294e-05,0.0012445467291399837,0.06320168823003769,0.048079315572977066,0.06487821787595749,0.05905791372060776,0.04161607474088669,0.08261321485042572,0.031151575967669487,0.034420233219861984,0.11423293501138687,0.03655308857560158,0.06266847252845764,0.11865275353193283,0.09263474494218826,0.09382399171590805,0.05493396520614624,0.0,0.0,0.0
2,3,UPDATE,0.04465935379266739,0.05757477134466171,0.06816945970058441,0.053601671010255814,0.04702289402484894,0.05184406042098999,0.058487895876169205,0.019274670630693436,0.020965861156582832,0.017033100128173828,0.020179301500320435,0.020290398970246315,0.021325113251805305,0.01908339001238346,0.019771479070186615,0.018003441393375397,0.022122232243418694,0.02034865878522396,0.01671270839869976,0.019233644008636475,0.05414668470621109,0.1405370980501175,0.15571162104606628,0.013900486752390862
2,4,SELECT,0.11916805058717728,0.15094603598117828,0.21953436732292175,0.24214567244052887,0.20938870310783386,0.006221596151590347,0.0014962893910706043,0.001483732950873673,0.001197364996187389,0.002601153217256069,0.0014731106348335743,0.0012555249268189073,0.0011965783778578043,0.0012093199184164405,0.001725217793136835,0.0017540814587846398,0.0013007248053327203,0.00166144291870296,0.00305790058337152,0.002083537867292762,0.029099520295858383,0.0,0.0,0.0
