construction,sweep,beta,beta_max,sigma,dim,rho,T,max_pred_err_mean,w_linf_mean,w_l1_mean,max_w_linf_mean,decision_agree_mean,regret_diff_mean,max_cos_mean,diverged_mean,max_pred_err_sem,w_linf_sem,w_l1_sem,max_w_linf_sem,decision_agree_sem,regret_diff_sem,n
mwu,beta_x_dim,20.0,,,32.0,,100,9.706551797195097,0.6018415554501003,1.2184065287255694,0.6771565408324152,0.554448430231199,24.45,0.42987845624866206,0.0,1.6542544590974129,0.07696482873502491,0.15137488903267407,0.058995904913428335,0.012467350612774599,2.4186501237369225,20
mwu,beta_x_dim,20.0,,,32.0,,500,60.14943355161224,0.6398526156175146,1.2797069066882347,0.7830476233033902,0.5054895465071375,144.2,0.42987845624866206,0.0,16.9063582085296,0.10302334615689412,0.20604622936754574,0.06243100497266856,0.005944503473830967,9.725603756119854,20
mwu,beta_x_dim,20.0,,,64.0,,100,6.304947486866027,0.6163677953879289,1.2484305011274761,0.6854815216198732,0.5715892259434232,22.85,0.3037448800457848,0.0,1.1194555549789984,0.0686037837959228,0.13826847416700636,0.05044534225041208,0.019397404513488772,2.7195926552567236,20
mwu,beta_x_dim,20.0,,,64.0,,500,30.42165621951317,0.5887151615067449,1.1775959692916462,0.7658410689110523,0.5129077926379535,140.6,0.3037448800457848,0.0,6.078717913660815,0.10362454299194465,0.20728349363648016,0.061545326751709165,0.007289493010886625,9.199084622653324,20
mwu,beta_x_dim,20.0,,,128.0,,100,2.946094364704367,0.6087895265687472,1.2736227276149585,0.6236266513815644,0.6205066752099153,20.0,0.21509703921459797,0.0,0.44799291688658166,0.0618500107479817,0.1232212089446831,0.05740170833527788,0.022679341116716212,2.821906783495309,20
mwu,beta_x_dim,20.0,,,128.0,,500,13.19226532598934,0.7569965721251573,1.5153731132985628,0.8157530926585557,0.5352555741593163,131.25,0.21509703921459797,0.0,2.4395111319947915,0.08324238660147337,0.1666722342037424,0.06425251675481418,0.012849533017351146,9.368164174479436,20
mwu,beta_x_dim,20.0,,,256.0,,100,1.5149061284354375,0.6188316657159717,1.24235774288273,0.6377604392778026,0.6789353784000323,17.9,0.1550567335036368,0.0,0.2199297581294875,0.06881924152929826,0.13753669366612967,0.0632470122935661,0.023006010427560536,2.6890616637739915,20
mwu,beta_x_dim,20.0,,,256.0,,500,5.665730056341603,0.7151965076743374,1.4303930229549722,0.7944544205059285,0.5653910572172604,126.3,0.1550567335036368,0.0,1.074513549202401,0.09218500275560369,0.18437000599254125,0.06997132371588945,0.02077509424290656,9.76516364699699,20
mwu,beta_x_dim,20.0,,,512.0,,100,0.9847339842935663,0.535267927287932,1.089878726275613,0.5457025202069751,0.7547114783432899,13.8,0.11256930318829403,0.0,0.12678756613126804,0.059958347004199754,0.12265557468820507,0.05678986502690357,0.023929007539698843,2.2856531946723213,20
mwu,beta_x_dim,20.0,,,512.0,,500,3.080404311682967,0.6812356063838519,1.362673870889564,0.7667053406145244,0.6114143254647442,110.45,0.11256930318829403,0.0,0.5140038787021665,0.09095610647587711,0.18194943814786793,0.06956369274067138,0.02926525287187437,10.563959335500364,20
mwu,beta_x_dim,20.0,,,1024.0,,100,0.6810976969160208,0.3196785878790003,0.6486141344726044,0.3367124684013722,0.8175799452552029,9.7,0.07631120382617425,0.0,0.07019711494222064,0.04907130171519034,0.09820281412657862,0.0475967291641839,0.024057846278971187,2.277001722025098,20
mwu,beta_x_dim,20.0,,,1024.0,,500,2.2645148750129773,0.36616578134426814,0.73233431641496,0.5035996097142738,0.6185538868206139,110.3,0.07631120382617425,0.0,0.26121892984591666,0.09859870127780695,0.19719720487679157,0.08364608728964967,0.024190519946266774,11.001698433471653,20
mwu,beta_x_dim,20.0,,,2048.0,,100,0.4726603586044799,0.22027966259791665,0.4447804352004579,0.24124269410529653,0.8661734088199479,6.55,0.051551048728795304,0.0,0.05826182056046807,0.037220666089504695,0.07439766225114999,0.03444827407625629,0.02338522457383811,1.677207892835433,20
mwu,beta_x_dim,20.0,,,2048.0,,500,1.6486911348179372,0.3283379072534375,0.6566758243913817,0.42665541454326733,0.7054582521729762,86.8,0.051551048728795304,0.0,0.24849092700832,0.09068363818684597,0.18136727467272684,0.0775337926049339,0.03561671870411902,14.091169313849683,20
mwu,beta_x_dim,20.0,,,4096.0,,100,0.40553240239780025,0.19433350655930534,0.4004593971606177,0.21124348455129455,0.8974113202294351,4.1,0.03922669294206142,0.0,0.043937955119749024,0.031153057342444015,0.06114247580613232,0.02932476107435243,0.018865448098850112,1.2245299850189566,20
mwu,beta_x_dim,20.0,,,4096.0,,500,1.3811756708800267,0.3007282847045572,0.601486852257745,0.39807622613173044,0.7301964480592256,69.9,0.03922669294206142,0.0,0.18468633545140148,0.08176128282013535,0.1635167418445618,0.07203010854845367,0.03344792232531759,12.392039040406036,20
mwu,beta_x_dim,20.0,,,8192.0,,100,0.275067352441284,0.14120785541085792,0.2865260032655307,0.1503605466611799,0.930639417528961,2.1,0.02690977681026293,0.0,0.03377722747634079,0.020979491810232127,0.04161576069647491,0.019954248047393302,0.01609133645133982,0.8268519882822535,20
mwu,beta_x_dim,20.0,,,8192.0,,500,0.9821837367636256,0.23810626165650692,0.4762125288804599,0.32445923480210453,0.8056601079527684,41.9,0.02690977681026293,0.0,0.14945365124805693,0.06616258198260506,0.13232516568765829,0.06312340594110802,0.03453491772693194,10.275392168210724,20
mwu,beta_x_dim,20.0,,,16384.0,,100,0.18618402785108856,0.10647254151969024,0.215670185046643,0.11295188811950907,0.9497761934514513,2.05,0.018734089829520746,0.0,0.028571027561455194,0.019714276622664173,0.040367346534218494,0.018675589306036525,0.01379334372478842,0.8567840727793794,20
mwu,beta_x_dim,20.0,,,16384.0,,500,0.6110497893786602,0.17457882091444626,0.34915764304392144,0.24233627891313478,0.8967744185064349,16.55,0.018734089829520746,0.0,0.11473312683916172,0.05108995796342212,0.10217991612690056,0.05255155282418712,0.029110040576428863,7.030562978131529,20
mwu,beta_x_dim,50.0,,,32.0,,100,9.286010475601811,0.6096473205291856,1.2340180588238798,0.6811521439339107,0.555448430231199,24.35,0.42987845624866206,0.0,1.5938691994785568,0.07447188406061717,0.14621924760356672,0.05714396967544158,0.012903212440222564,2.4195203961463974,20
mwu,beta_x_dim,50.0,,,32.0,,500,44.056060123936994,0.6764305275662306,1.3528627305856669,0.7997234386467782,0.5057895465071376,144.15,0.42987845624866206,0.0,7.6443523583948725,0.09995486202654141,0.19990921462527247,0.061078112625849314,0.006070730388525181,9.720914782597688,20
