construction,sweep,beta,beta_max,sigma,dim,rho,T,max_err_mean,final_err_mean,greedy_agree_mean,select_agree_mean,max_cos_mean,diverged_mean,max_err_sem,final_err_sem,greedy_agree_sem,select_agree_sem,n
q,beta_max,,1000000.0,,,,500,2.505635978700127e-07,2.490423840484368e-07,1.0,1.0,0.0,0.0,1.1989519285007928e-08,1.1862328839112085e-08,0.0,0.0,20
q,beta_route,1.0,,,,,100,1.0262346626951255,1.025572559147563,0.49889482937139223,0.6071516671404572,0.0,0.0,0.05485672315765944,0.05472962502618239,0.020248562240975883,0.028418454960169846,20
q,beta_route,1.0,,,,,500,3.124857129099685,3.1068770260331235,0.46091181795553526,0.6102383602487756,0.0,0.0,0.12288267759633976,0.12246839578066686,0.022251317432511828,0.030303355026616793,20
q,beta_route,2.0,,,,,100,0.8978986717013443,0.8957371418791684,0.6082887315558733,0.7392594929551805,0.0,0.0,0.05230034194290361,0.052772771404989836,0.020750994029697607,0.02377571842679509,20
q,beta_route,2.0,,,,,500,2.7748608865148325,2.7651252563914603,0.5198056509414768,0.7057935513920653,0.0,0.0,0.120458535516942,0.12022501976555201,0.02025043707903612,0.03698629467715286,20
q,beta_route,5.0,,,,,100,0.5394346536530764,0.53807172816147,0.9610247632094702,0.9749177319099726,0.0,0.0,0.03640303687079488,0.035823767372798666,0.006104265391281419,0.004118087738706959,20
q,beta_route,5.0,,,,,500,1.6276555202662912,1.5812446354228373,0.9355269131928653,0.935693554879846,0.0,0.0,0.08284580406421693,0.08776372106122803,0.010100449875561022,0.011324653592795473,20
q,beta_route,10.0,,,,,100,0.008437658641492301,0.00842771171124361,1.0,1.0,0.0,0.0,0.0006183318024968615,0.0006206418624461347,0.0,0.0,20
q,beta_route,10.0,,,,,500,0.08406952947867735,0.08321081685443223,1.0,1.0,0.0,0.0,0.006127853237878299,0.0062246383964797295,0.0,0.0,20
q,beta_route,20.0,,,,,100,4.743608287474665e-06,3.4924175972103623e-06,1.0,1.0,0.0,0.0,1.780413542655712e-06,1.402255461234579e-06,0.0,0.0,20
q,beta_route,20.0,,,,,500,8.103814209352301e-06,4.510110494865272e-06,1.0,1.0,0.0,0.0,1.7330397630410871e-06,4.9260006624576e-07,0.0,0.0,20
q,beta_route,50.0,,,,,100,4.52079225250028e-06,3.231372520438869e-06,1.0,1.0,0.0,0.0,1.7989899128600754e-06,1.414899787715015e-06,0.0,0.0,20
q,beta_route,50.0,,,,,500,5.852025472804015e-06,1.529464103988687e-06,1.0,1.0,0.0,0.0,2.019888489793365e-06,5.549945918386052e-07,0.0,0.0,20
q,beta_route,100.0,,,,,100,4.52079225250028e-06,3.231372520438869e-06,1.0,1.0,0.0,0.0,1.7989899128600759e-06,1.4148997877150148e-06,0.0,0.0,20
q,beta_route,100.0,,,,,500,5.852025472804015e-06,1.529464103988687e-06,1.0,1.0,0.0,0.0,2.019888489793365e-06,5.549945918386052e-07,0.0,0.0,20
q,beta_route,1000.0,,,,,100,4.52079225250028e-06,3.231372520438869e-06,1.0,1.0,0.0,0.0,1.7989899128600754e-06,1.414899787715015e-06,0.0,0.0,20
q,beta_route,1000.0,,,,,500,5.852025472804015e-06,1.529464103988687e-06,1.0,1.0,0.0,0.0,2.019888489793365e-06,5.549945918386052e-07,0.0,0.0,20
q,beta_route,10000.0,,,,,100,4.52079225250028e-06,3.231372520438869e-06,1.0,1.0,0.0,0.0,1.7989899128600759e-06,1.414899787715015e-06,0.0,0.0,20
q,beta_route,10000.0,,,,,500,5.852025472804015e-06,1.529464103988687e-06,1.0,1.0,0.0,0.0,2.019888489793365e-06,5.549945918386052e-07,0.0,0.0,20
q,beta_route,1000000.0,,,,,100,4.52079225250028e-06,3.231372520438869e-06,1.0,1.0,0.0,0.0,1.7989899128600759e-06,1.414899787715015e-06,0.0,0.0,20
