construction,sweep,seed,max_cos,beta,beta_max,sigma,dim,rho,T,max_err,final_err,greedy_agree,select_agree,max_pred_err,w_linf,w_l1,max_w_linf,decision_agree,regret_diff
mwu,beta_route,0,0.0,10.0,,,,,500,,,,,0.00151946451848535,4.103484976147875e-06,8.206969951972043e-06,0.0015313773065409597,1.0,0.0
mwu,beta_route,1,0.0,10.0,,,,,100,,,,,0.00039446530890055453,0.0004311254188971714,0.0008622508377942669,0.0004376538515081796,1.0,0.0
mwu,beta_route,1,0.0,10.0,,,,,500,,,,,0.005269805912651415,0.0053368712899538595,0.010673742579907705,0.0053368712899538595,1.0,0.0
mwu,beta_route,2,0.0,10.0,,,,,100,,,,,0.0009732467950142043,0.0008477243042537275,0.0016954486085074619,0.0010307046848935242,1.0,0.0
mwu,beta_route,2,0.0,10.0,,,,,500,,,,,0.001053544733367745,6.055023826778694e-08,1.211004766149928e-07,0.001064759096139456,1.0,0.0
mwu,beta_route,3,0.0,10.0,,,,,100,,,,,0.0007843401869063182,0.0007698573492505023,0.0015397146985011122,0.0007978227200743371,1.0,1.0
mwu,beta_route,3,0.0,10.0,,,,,500,,,,,0.003635599053930738,0.00016228336565826673,0.000324566731316507,0.0036488850339483347,1.0,1.0
mwu,beta_route,4,0.0,10.0,,,,,100,,,,,0.00040059819425827814,0.0003196189939309521,0.0007126095297253191,0.00034915716564930255,1.0,0.0
mwu,beta_route,4,0.0,10.0,,,,,500,,,,,0.0020908205629809606,0.0016785213217371808,0.003357042643474196,0.0021009250864748585,1.0,0.0
mwu,beta_route,5,0.0,10.0,,,,,100,,,,,0.0009218454498752804,0.0011396201348912172,0.002279240269782344,0.0011396201348912172,1.0,-1.0
mwu,beta_route,5,0.0,10.0,,,,,500,,,,,0.004269929810934547,0.004656378532830074,0.0093127570656603,0.004656378532830074,1.0,-1.0
mwu,beta_route,6,0.0,10.0,,,,,100,,,,,0.001435835135216612,0.0016226766646607604,0.00324535332932141,0.0016226766646607604,1.0,0.0
mwu,beta_route,6,0.0,10.0,,,,,500,,,,,0.00332760315268954,0.0003411936675433713,0.0006823873350868762,0.003588810951362098,1.0,0.0
mwu,beta_route,7,0.0,10.0,,,,,100,,,,,0.0008506910200668794,0.001009700964183291,0.002019401928366568,0.001012483532253916,1.0,0.0
mwu,beta_route,7,0.0,10.0,,,,,500,,,,,0.002070202075855912,0.0013551472982029633,0.0027102945964060793,0.0021973270315712723,1.0,0.0
mwu,beta_route,8,0.0,10.0,,,,,100,,,,,0.0008462642366534601,0.0008145568750695942,0.0016291137501391589,0.0008671135502413829,1.0,0.0
mwu,beta_route,8,0.0,10.0,,,,,500,,,,,0.0018017939915613845,0.00026387476199329907,0.0005277495239869557,0.0018113982588950917,1.0,0.0
mwu,beta_route,9,0.0,10.0,,,,,100,,,,,0.0009216288760227065,0.0011227208216524343,0.002245441643304903,0.0011294425180964351,1.0,0.0
mwu,beta_route,9,0.0,10.0,,,,,500,,,,,0.002088029488972687,0.0009808011937637584,0.0019616023875272484,0.0021325240195058104,1.0,0.0
mwu,beta_route,10,0.0,10.0,,,,,100,,,,,0.0005980386784190106,0.0006717448837247897,0.0013434897674495135,0.0006717448837247897,1.0,0.0
mwu,beta_route,10,0.0,10.0,,,,,500,,,,,0.002578743522729132,0.0013494701886996863,0.002698940377399515,0.0025893939216846684,1.0,0.0
mwu,beta_route,11,0.0,10.0,,,,,100,,,,,0.000542752583934436,0.0005869528375284094,0.0011739056750569264,0.0005991841949436472,1.0,0.0
mwu,beta_route,11,0.0,10.0,,,,,500,,,,,0.004201717379438752,0.002866959491359289,0.005733918982718611,0.004210827262005057,1.0,0.0
mwu,beta_route,12,0.0,10.0,,,,,100,,,,,0.0011322372400111025,0.0008969712907868077,0.0017939425815736675,0.0011814331360735508,1.0,0.0
mwu,beta_route,12,0.0,10.0,,,,,500,,,,,0.0011322372400111025,4.210245485580799e-10,8.420489823312115e-10,0.0011814331360735508,1.0,0.0
mwu,beta_route,13,0.0,10.0,,,,,100,,,,,0.00037223227698590655,0.0005623663235016507,0.0011247326470034194,0.0005623663235016507,1.0,0.0
mwu,beta_route,13,0.0,10.0,,,,,500,,,,,0.003089240493770795,0.00325221129788944,0.00650442259577895,0.003264800474154672,1.0,0.0
mwu,beta_route,14,0.0,10.0,,,,,100,,,,,0.0005495070524906831,0.0005729594519413572,0.0013037793461692024,0.0005729594519413572,1.0,0.0
