beta,beta_max,nA,nS,alpha,gamma,rewards,seed,max_err,greedy_agree,self_vs_teacher
10000.0,100000.0,2,2,0.1,0.9,clean,1,1.8784973576657649e-13,1.0,0.0
10000.0,100000.0,2,8,0.1,0.9,noisy_negative,0,4.0190073491430667e-14,1.0,0.0
10000.0,100000.0,2,2,0.1,0.9,noisy_negative,1,1.2773115898312426e-13,1.0,0.0
10000.0,100000.0,2,8,0.1,0.95,clean,0,1.9695356456850277e-13,1.0,0.0
10000.0,100000.0,2,2,0.1,0.95,clean,1,2.0605739337042905e-13,1.0,0.0
10000.0,100000.0,2,8,0.1,0.95,noisy_negative,0,5.295763827461997e-14,1.0,0.0
10000.0,100000.0,2,2,0.1,0.95,noisy_negative,1,1.2773115898312426e-13,1.0,0.0
10000.0,100000.0,2,8,0.2,0.9,clean,0,8.215650382226158e-14,1.0,0.0
10000.0,100000.0,2,2,0.2,0.9,clean,1,1.4477308241112041e-13,1.0,0.0
10000.0,100000.0,2,8,0.2,0.9,noisy_negative,0,4.6629367034256575e-14,1.0,0.0
10000.0,100000.0,2,2,0.2,0.9,noisy_negative,1,6.611378111642807e-14,1.0,0.0
10000.0,100000.0,2,8,0.2,0.95,clean,0,1.176836406102666e-13,1.0,0.0
10000.0,100000.0,2,2,0.2,0.95,clean,1,2.984279490192421e-13,1.0,0.0
10000.0,100000.0,2,8,0.2,0.95,noisy_negative,0,5.81756864903582e-14,1.0,0.0
10000.0,100000.0,2,2,0.2,0.95,noisy_negative,1,1.2140288774276087e-13,1.0,0.0
10000.0,100000.0,2,8,0.5,0.9,clean,0,5.773159728050814e-14,1.0,0.0
10000.0,100000.0,2,2,0.5,0.9,clean,1,1.3677947663381929e-13,1.0,0.0
10000.0,100000.0,2,8,0.5,0.9,noisy_negative,0,4.2299497238218464e-14,1.0,0.0
10000.0,100000.0,2,2,0.5,0.9,noisy_negative,1,1.2324319342837953e-10,1.0,0.0
10000.0,100000.0,2,8,0.5,0.95,clean,0,7.105427357601002e-14,1.0,0.0
10000.0,100000.0,2,2,0.5,0.95,clean,1,2.042810365310288e-13,1.0,0.0
10000.0,100000.0,2,8,0.5,0.95,noisy_negative,0,3.552713678800501e-14,1.0,0.0
10000.0,100000.0,2,2,0.5,0.95,noisy_negative,1,8.298917109073045e-14,1.0,0.0
10000.0,100000.0,3,8,0.1,0.9,clean,0,1.5520917884259688e-13,1.0,0.0
10000.0,100000.0,3,2,0.1,0.9,clean,1,5.044853423896711e-13,1.0,0.0
10000.0,100000.0,3,8,0.1,0.9,noisy_negative,0,8.611831803229109e-10,1.0,0.0
10000.0,100000.0,3,2,0.1,0.9,noisy_negative,1,1.3758438832667252e-13,1.0,0.0
10000.0,100000.0,3,8,0.1,0.95,clean,0,1.667554982986985e-13,1.0,0.0
10000.0,100000.0,3,2,0.1,0.95,clean,1,6.323830348264892e-13,1.0,0.0
10000.0,100000.0,3,8,0.1,0.95,noisy_negative,0,8.170053522604803e-11,1.0,0.0
10000.0,100000.0,3,2,0.1,0.95,noisy_negative,1,7.72715225139109e-14,1.0,0.0
10000.0,100000.0,3,8,0.2,0.9,clean,0,1.247890679678676e-13,1.0,0.0
10000.0,100000.0,3,2,0.2,0.9,clean,1,1.092459456231154e-13,1.0,0.0
10000.0,100000.0,3,8,0.2,0.9,noisy_negative,0,4.418687638008123e-14,1.0,0.0
10000.0,100000.0,3,2,0.2,0.9,noisy_negative,1,8.08242361927114e-14,1.0,0.0
10000.0,100000.0,3,8,0.2,0.95,clean,0,1.3633538742396922e-13,1.0,0.0
10000.0,100000.0,3,2,0.2,0.95,clean,1,2.2737367544323206e-13,1.0,0.0
10000.0,100000.0,3,8,0.2,0.95,noisy_negative,0,5.284661597215745e-14,1.0,0.0
10000.0,100000.0,3,2,0.2,0.95,noisy_negative,1,4.39648317751562e-14,1.0,0.0
10000.0,100000.0,3,8,0.5,0.9,clean,0,7.194245199571014e-14,1.0,0.0
10000.0,100000.0,3,2,0.5,0.9,clean,1,8.704148513061227e-14,1.0,0.0
10000.0,100000.0,3,8,0.5,0.9,noisy_negative,0,4.0190073491430667e-14,1.0,0.0
10000.0,100000.0,3,2,0.5,0.9,noisy_negative,1,7.593925488436071e-14,1.0,0.0
10000.0,100000.0,3,8,0.5,0.95,clean,0,8.348877145181177e-14,1.0,0.0
10000.0,100000.0,3,2,0.5,0.95,clean,1,1.9184653865522705e-13,1.0,0.0
10000.0,100000.0,3,8,0.5,0.95,noisy_negative,0,3.863576125695545e-14,1.0,0.0
10000.0,100000.0,3,2,0.5,0.95,noisy_negative,1,7.283063041541027e-14,1.0,0.0
10000.0,100000.0,4,8,0.1,0.9,clean,0,1.1324274851176597e-13,1.0,0.0
10000.0,100000.0,4,2,0.1,0.9,clean,1,5.639932965095795e-13,1.0,0.0
10000.0,100000.0,4,8,0.1,0.9,noisy_negative,0,4.995066646418245e-08,1.0,0.0
10000.0,100000.0,4,2,0.1,0.9,noisy_negative,1,6.772360450213455e-14,1.0,0.0
10000.0,100000.0,4,8,0.1,0.95,clean,0,1.5898393712632242e-13,1.0,0.0
10000.0,100000.0,4,2,0.1,0.95,clean,1,7.425171588693047e-13,1.0,0.0
10000.0,100000.0,4,8,0.1,0.95,noisy_negative,0,5.051514762044462e-14,1.0,0.0
10000.0,100000.0,4,2,0.1,0.95,noisy_negative,1,1.545430450278218e-13,1.0,0.0
10000.0,100000.0,4,8,0.2,0.9,clean,0,6.750155989720952e-14,1.0,0.0
10000.0,100000.0,4,2,0.2,0.9,clean,1,9.414691248821327e-14,1.0,0.0
10000.0,100000.0,4,8,0.2,0.9,noisy_negative,0,7.605321927783848e-10,1.0,0.0
10000.0,100000.0,4,2,0.2,0.9,noisy_negative,1,7.882583474838611e-14,1.0,0.0
10000.0,100000.0,4,8,0.2,0.95,clean,0,5.595524044110789e-14,1.0,0.0
10000.0,100000.0,4,2,0.2,0.95,clean,1,1.056932319443149e-13,1.0,0.0
10000.0,100000.0,4,8,0.2,0.95,noisy_negative,0,4.3520742565306136e-14,1.0,0.0
10000.0,100000.0,4,2,0.2,0.95,noisy_negative,1,5.773159728050814e-14,1.0,0.0
10000.0,100000.0,4,8,0.5,0.9,clean,0,7.904787935331115e-14,1.0,0.0
10000.0,100000.0,4,2,0.5,0.9,clean,1,1.0658141036401503e-13,1.0,0.0
10000.0,100000.0,4,8,0.5,0.9,noisy_negative,0,5.3290705182007514e-14,1.0,0.0
10000.0,100000.0,4,2,0.5,0.9,noisy_negative,1,3.468336728928989e-13,1.0,0.0
10000.0,100000.0,4,8,0.5,0.95,clean,0,1.092459456231154e-13,1.0,0.0
10000.0,100000.0,4,2,0.5,0.95,clean,1,1.9184653865522705e-13,1.0,0.0
10000.0,100000.0,4,8,0.5,0.95,noisy_negative,0,4.8183679268731794e-14,1.0,0.0
10000.0,100000.0,4,2,0.5,0.95,noisy_negative,1,6.217248937900877e-14,1.0,0.0
